"ID","offering_highest_level","inst_control","institution_level","sector","hbcu","hospital","medical_degree","tribal_college","urban_centric_locale","offering_highest_degree","offering_grad","inst_system_flag","inst_category","land_grant","inst_size","cc_basic_2018","cc_instruc_undergrad_2018","cc_instruc_grad_2018","cc_undergrad_2018","cc_enroll_2018","cc_size_setting_2018","cc_class","geo_region","HasCTL","SoTL","DBER","TAR","EdRes","Reference","CuratedResourceCollections","Unprogramming","SoTLHowtoWorkshops","OneonOneConsultations","SoTLProjectDevelopmentInstitutes","SoTLWritingRetreats","SoTLFacultyLearningCommunity","CTLCollaborations","TraintheTrainerModel","StudentsasPartnersinSoTL","IncentivesforSoTLProjects","AwardsorTitlesRecognizingSoTLWork","LocalSoTLShowcases"
196,"Associate's degree","Public","At least two but less than four years","Public two-year",FALSE,NA,FALSE,FALSE,"City midsize","Associate's degree",FALSE,FALSE,"Degree-granting associate's and certificates",FALSE,"5K","Associate's colleges: Mixed transfer/vocational focus mixed traditional/nontraditional students","Associate's colleges: Vocational focus","Not classified (exclusively undergraduate)","Two-year mostly part-time","Exclusively undergraduate two-year","Two-year medium","Associates colleges Mixed transfer vocational focus","Plains",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
197,"At least two but less than four academic years","Public","At least two but less than four years","Public two-year",FALSE,NA,FALSE,FALSE,"Town remote","Associate's degree",FALSE,TRUE,"Degree-granting associate's and certificates",FALSE,"5K","Associate's colleges: Vocational-focused mixed traditional/nontraditional students","Associate's colleges: Mixed transfer/vocational focus","Not classified (exclusively undergraduate)","Two-year mostly part-time","Exclusively undergraduate two-year","Two-year medium","Associates colleges Vocational focused","Plains",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,"Doctor's degree","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,TRUE,FALSE,FALSE,"City large","Doctor's degree research/scholarship and professional practice",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"1K","Special-focus four-year: Other health professions schools","Arts & sciences focus no graduate coexistence","Postbaccalaureate: Other-dominant with other professional programs","Four-year mostly part-time","Majority graduate","Four-year very small primarily nonresidential","Special focus institution","Far West",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,"Bachelor's degree","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,FALSE,FALSE,FALSE,"City small","Bachelor's degree",FALSE,FALSE,"Degree-granting not primarily baccalaureate or above",FALSE,"1K","Baccalaureate/associate's colleges: Associate's-dominant","Baccalaureate/associate's colleges","Not classified (exclusively undergraduate)","Four-year mostly full-time inclusive acceptance higher transfer-in","Exclusively undergraduate four-year","Four-year small primarily nonresidential","Baccalaureate associates colleges Associates dominant","Mid East",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,"At least two but less than four academic years","Public","At least two but less than four years","Public two-year",FALSE,NA,FALSE,FALSE,"City midsize","Associate's degree",FALSE,TRUE,"Degree-granting associate's and certificates",FALSE,"10K","Associate's colleges: Vocational-focused mixed traditional/nontraditional students","Associate's colleges: Vocational focus","Not classified (exclusively undergraduate)","Two-year mostly part-time","Exclusively undergraduate two-year","Two-year large","Associates colleges Vocational focused","Southwest",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,"Associate's degree","Public","At least two but less than four years","Public two-year",FALSE,NA,FALSE,FALSE,"Town remote","Associate's degree",FALSE,TRUE,"Degree-granting associate's and certificates",FALSE,"Under 1K","Associate's colleges: Transfer-focused mixed traditional/nontraditional students","Associate's colleges: Mixed transfer/vocational focus","Not classified (exclusively undergraduate)","Two-year mixed part/full-time","Exclusively undergraduate two-year","Two-year small","Associates colleges Transfer focused","Plains",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202,"Associate's degree","Public","At least two but less than four years","Public two-year",FALSE,NA,FALSE,FALSE,"Rural fringe","Associate's degree",FALSE,TRUE,"Degree-granting associate's and certificates",FALSE,"Under 1K","Associate's colleges: Vocational-focused mixed traditional/nontraditional students","Associate's colleges: Mixed transfer/vocational focus","Not classified (exclusively undergraduate)","Two-year mostly part-time","Exclusively undergraduate two-year","Two-year very small","Associates colleges Vocational focused","New England",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,"Doctor's degree","Public","Four or more years","Public four-year or above",FALSE,FALSE,FALSE,FALSE,"Suburb large","Doctor's degree research/scholarship and professional practice",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"20K","Doctoral universities: Very high research activity","Balanced arts & sciences/professions high graduate coexistence","Research doctoral: Comprehensive programs no medical/veterinary school","Four-year nearly all full-time highly selective acceptance higher transfer-in","High undergraduate","Four-year large primarily residential","Doctoral universities Very high research activity","Southeast",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
204,"Doctor's degree","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,FALSE,FALSE,FALSE,"Rural fringe","Doctor's degree professional practice",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"1K","Master's colleges & universities: Large programs","Professions plus arts & sciences some graduate coexistence","Postbaccalaureate: Business-dominant with arts & aciences programs","Four-year mostly full-time selective acceptance lower transfer-in","High undergraduate","Four-year small primarily residential","Masters colleges universities Large programs","Mid East",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205,"Master's degree","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,FALSE,FALSE,FALSE,"City midsize","Master's degree",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"1K","Master's colleges & universities: Small programs","Balanced arts & sciences/professions some graduate coexistence","Postbaccalaureate: Education-dominant with other professional programs","Four-year nearly all full-time highly selective acceptance lower transfer-in","Very high undergraduate","Four-year small highly residential","Masters colleges universities Small programs","Plains",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,"Doctor's degree","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,FALSE,FALSE,FALSE,"City midsize","Doctor's degree research/scholarship",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"1K","Master's colleges & universities: Medium programs","Professions plus arts & sciences some graduate coexistence","Postbaccalaureate: Other-dominant with other professional programs","Four-year mostly full-time inclusive acceptance lower transfer-in","High undergraduate","Four-year small primarily residential","Masters colleges universities Medium programs","Great Lakes",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207,"Doctor's degree","Public","Four or more years","Public four-year or above",FALSE,FALSE,FALSE,FALSE,"City midsize","Doctor's degree research/scholarship and professional practice",TRUE,TRUE,"Degree-granting primarily baccalaureate or above",FALSE,"20K","Doctoral universities: High research activity","Professions plus arts & sciences high graduate coexistence","Research doctoral: Professional-dominant","Four-year mostly full-time selective acceptance higher transfer-in","High undergraduate","Four-year large primarily nonresidential","Doctoral universities High research activity","Rocky Mountains",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,"Master's degree","Public","Four or more years","Public four-year or above",FALSE,FALSE,FALSE,FALSE,"Rural fringe","Master's degree",TRUE,TRUE,"Degree-granting primarily baccalaureate or above",FALSE,"1K","Master's colleges & universities: Small programs","Professions plus arts & sciences some graduate coexistence","Postbaccalaureate: Other-dominant with arts & sciences programs","Four-year mostly full-time inclusive acceptance higher transfer-in","Very high undergraduate","Four-year small primarily nonresidential","Masters colleges universities Small programs","Great Lakes",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
209,"Doctor's degree","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,FALSE,FALSE,FALSE,"Suburb large","Doctor's degree research/scholarship",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"1K","Master's colleges & universities: Medium programs","Professions plus arts & sciences some graduate coexistence","Research doctoral: Professional-dominant","Four-year mostly full-time inclusive acceptance higher transfer-in","High undergraduate","Four-year very small primarily residential","Masters colleges universities Medium programs","Mid East",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210,"Master's degree","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,FALSE,FALSE,FALSE,"Suburb large","Master's degree",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"Under 1K","Master's colleges & universities: Medium programs","Balanced arts & sciences/professions high graduate coexistence","Postbaccalaureate: Education-dominant with arts & sciences programs","Four-year nearly all full-time inclusive acceptance higher transfer-in","Majority undergraduate","Four-year very small highly residential","Masters colleges universities Medium programs","Southwest",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211,"Bachelor's degree","Public","Four or more years","Public four-year or above",FALSE,FALSE,FALSE,FALSE,"City small","Bachelor's degree",FALSE,TRUE,"Degree-granting not primarily baccalaureate or above",FALSE,"1K","Baccalaureate/associate's colleges: Associate's-dominant","Baccalaureate/associate's colleges","Not classified (exclusively undergraduate)","Four-year mostly part-time","Exclusively undergraduate four-year","Four-year small primarily nonresidential","Baccalaureate associates colleges Associates dominant","Far West",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,"Doctor's degree","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,FALSE,FALSE,FALSE,"Town fringe","Doctor's degree other",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"Under 1K","Special-focus four-year: Faith-related institutions","Arts & sciences focus no graduate coexistence","Postbaccalaureate: Other-dominant with arts & sciences programs","Four-year nearly all full-time selective acceptance higher transfer-in","Majority graduate","Four-year very small highly residential","Special focus institution","Far West",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,"Doctor's degree","Public","Four or more years","Public four-year or above",FALSE,TRUE,TRUE,FALSE,"City small","Doctor's degree research/scholarship and professional practice",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",TRUE,"20K","Doctoral universities: Very high research activity","Balanced arts & sciences/professions high graduate coexistence","Research doctoral: Comprehensive programs with medical/veterinary school","Four-year nearly all full-time highly selective acceptance higher transfer-in","High undergraduate","Four-year large primarily residential","Doctoral universities Very high research activity","Mid East",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
214,"Associate's degree","Public","At least two but less than four years","Public two-year",FALSE,NA,FALSE,FALSE,"Suburb large","Associate's degree",FALSE,TRUE,"Degree-granting associate's and certificates",FALSE,"1K","Associate's colleges: Mixed transfer/vocational focus mostly traditional students","Associate's colleges: Mixed transfer/vocational focus","Not classified (exclusively undergraduate)","Two-year mostly part-time","Exclusively undergraduate two-year","Two-year medium","Associates colleges Mixed transfer vocational focus","New England",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,"Master's degree","Public","Four or more years","Public four-year or above",FALSE,FALSE,FALSE,FALSE,"Rural fringe","Master's degree",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"1K","Master's colleges & universities: Small programs","Professions plus arts & sciences some graduate coexistence","Postbaccalaureate: Education-dominant with other professional programs","Four-year nearly all full-time inclusive acceptance higher transfer-in","Very high undergraduate","Four-year small highly residential","Masters colleges universities Small programs","Southeast",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,"Bachelor's degree","Public","Four or more years","Public four-year or above",FALSE,FALSE,FALSE,FALSE,"Rural remote","Bachelor's degree",FALSE,TRUE,"Degree-granting primarily baccalaureate or above",FALSE,"1K","Baccalaureate colleges: Diverse fields","Professions focus no graduate coexistence","Not classified (exclusively undergraduate)","Four-year mostly part-time","Exclusively undergraduate four-year","Four-year very small primarily nonresidential","Baccalaureate colleges Diverse fields","New England",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,"Bachelor's degree","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,FALSE,FALSE,FALSE,"Suburb midsize","Bachelor's degree",FALSE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"1K","Baccalaureate colleges: Arts & sciences focus","Arts & sciences focus no graduate coexistence","Not classified (exclusively undergraduate)","Four-year nearly all full-time highly selective acceptance lower transfer-in","Exclusively undergraduate four-year","Four-year small highly residential","Baccalaureate colleges Arts sciences focus","Mid East",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,"Master's degree","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,FALSE,FALSE,FALSE,"City midsize","Master's degree",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"Under 1K","Special-focus four-year: Other health professions schools","Baccalaureate/associate's colleges","Postbaccalaureate: Single program&ndash,Other","Four-year nearly all full-time selective acceptance higher transfer-in","Very high undergraduate","Four-year very small primarily nonresidential","Special focus institution","Rocky Mountains",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
